gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used
400000,120000000000 ,7577018,176367
400000,117000000000 ,5199871,176379
400000,73000000000 ,3607038,176399
400000,88306200000 ,423462,36627
400000,73000000000 ,12829092,173422
400000,77000000000 ,6755984,176351
400000,132300000000 ,5428695,239039
400000,83000000000 ,1664049,173578
400000,75000000000 ,975071,176399
400000,69300000000 ,8842337,176411
400000,53300000000 ,13030750,176591
400000,54000000000 ,12318191,238987
400000,54000000000 ,11781061,176207
400000,55000000000 ,4582716,176399
400000,58000000000 ,353694,176411
400000,53000000000 ,6485489,239107
400000,53000000000 ,10540240,176579
400000,64000000000 ,3345322,176579
400000,53000000000 ,8458593,176399
400000,50000000000 ,3820870,176423
400000,53000000000 ,6858754,176219
400000,53000000000 ,3313295,176255
400000,61000000000 ,712830,176759
400000,61000000000 ,3429414,176867
400000,53000000000 ,5034483,36147
400000,52000000000 ,9776390,176423
400000,64000000000 ,4273523,239059
400000,64000000000 ,1008527,238771
400000,64000000000 ,3879775,176363
400000,63000000000 ,7026203,176411
400000,70000000000 ,8302301,176699
400000,62000000000 ,3549370,176243
400000,66000000000 ,10587160,176867
400000,83076000001 ,1904394,175403
400000,74000000000 ,3065734,176867
400000,77000000000 ,2884157,176207
400000,70400000000 ,6837485,238699
400000,82000000000 ,2343185,176423
400000,79000000000 ,6341600,176759
400000,85000000000 ,1585425,172329
400000,74000000000 ,5562436,176363
400000,72000000000 ,5971608,175811
400000,69000000000 ,3148626,238675
400000,71000000000 ,2393260,176375
400000,71000000000 ,9225321,36327
400000,71000000000 ,6884939,36747
400000,118000000000 ,14120700,176811
400000,121000000000 ,8002120,176391
400000,127000000000 ,11415645,238727
400000,133000000000 ,954210,152808
400000,130000000000 ,3671300,176547
400000,135000000000 ,5573244,173450
400000,138000000000 ,2416320,176511
400000,138000000000 ,6757535,176775
400000,128700000000 ,4612258,173630
400000,131000000000 ,5590320,228077
400000,133000000000 ,7684187,176367
400000,125000000000 ,9477002,237214
400000,125000000000 ,8064463,176679
400000,125000000000 ,8922296,176355
400000,113300001717 ,6303130,152856
400000,127650000000 ,6930205,152820
400000,127000000000 ,12810017,176799
400000,126000000000 ,9125217,234080
400000,119000000000 ,11448874,176355
400000,119437500000 ,3723971,176343
400000,112000000000 ,3015194,152748
400000,110000000000 ,7794309,152808
400000,100000000000 ,4795797,176487
400000,97000000000 ,3739403,176603
400000,95000000000 ,12168029,36147
400000,95000001561 ,1861331,176219
400000,80000000000 ,11115505,168896
400000,84000000000 ,8634820,176543
400000,78000000000 ,1859434,36147
400000,79000000000 ,6645807,176603
400000,76000000000 ,2341426,176351
400000,74000000000 ,2151639,152816
400000,75000000000 ,7081494,176411
400000,73657500000 ,3002410,152816
400000,74000000000 ,4174976,176591
400000,65000000000 ,5763648,176329
400000,69000000000 ,4443168,176819
400000,67000000000 ,6630989,176567
400000,68000000000 ,13324554,176375
400000,66000000000 ,6404745,36339
400000,65000000000 ,6495600,176351
400000,60000000000 ,3872600,176879
400000,62000000000 ,8078911,176423
400000,54000000000 ,1815612,175331
400000,51250000000 ,3608670,237198
400000,51000001561 ,11525034,176807
400000,56000000000 ,4162706,176927
400000,53000000000 ,1410505,174719
400000,43000000000 ,11937453,176375
400000,52900000000 ,10193912,176891
400000,52900000000 ,6544348,176435
400000,59490000000 ,11776011,176843
400000,56000000000 ,6664404,176387
400000,57937500000 ,4620970,176387
400000,57500000000 ,9509956,175295
400000,66300000000 ,6387473,176831
400000,67200000000 ,4278779,176567
400000,53000000000 ,11220015,36579
400000,53000000000 ,2630861,176387
400000,51000000000 ,6612280,176867
400000,55000000000 ,3254346,173902
400000,63600000000 ,1534385,36111
400000,49000000000 ,9813863,232923
400000,54000000000 ,3298938,169040
400000,37000000000 ,1611562,176375
400000,56000000000 ,10289485,176879
400000,50000000000 ,4063064,176879
400000,50000000000 ,5112277,176411
400000,48000000000 ,4516140,176831
400000,60000000000 ,2066220,176399
400000,60000000000 ,6611835,176231
400000,51000000000 ,12180562,177023
400000,58500000000 ,4619543,176411
400000,57000000000 ,12564938,176675
400000,58000000000 ,3771941,176387
400000,55500000000 ,5706293,176591
400000,50000000000 ,6939179,176411
400000,49000000000 ,13877052,36363
400000,53900000000 ,7974103,176579
400000,62000000000 ,2161606,176375
400000,61000000000 ,4921082,176207
400000,62000000000 ,686546,176819
400000,57200000000 ,6908825,174899
400000,63000000000 ,2198720,176807
400000,60000000000 ,4835264,238759
400000,55000000000 ,13387646,176927
400000,55000000000 ,5615808,238963
400000,61000000000 ,5447421,176435
400000,60000000000 ,2261412,176411
400000,61000000000 ,3092495,176819
400000,61000000000 ,5317305,176363
400000,70350000000 ,10889147,176411
400000,67000000000 ,5673011,176615
400000,80000000000 ,2315082,174707
400000,80357142857 ,2905979,174875
400000,79900000000 ,2299479,176615
400000,74000000000 ,12463832,176423
400000,74000000000 ,1680056,175067
400000,74000000000 ,5916521,176579
400000,74000000000 ,7757567,238699
400000,67000000000 ,8442306,176387
400000,74000000000 ,5389963,176567
400000,74000000000 ,1531856,176399
400000,74000000000 ,8968843,176879
400000,69000000000 ,4510651,176315
400000,67000000000 ,1050530,176423
400000,67000000000 ,3170224,176195
400000,64000000000 ,11286952,176615
400000,70000000000 ,905148,176675
400000,69000000000 ,11673525,176855
400000,69000000000 ,934159,176567
400000,69000000000 ,8926137,176207
400000,88000000000 ,4786448,176867
400000,98000000000 ,1128563,176855
400000,97000000000 ,1946319,238747
400000,97000000000 ,11323686,176435
400000,113000000000 ,2556636,175815
400000,110000000000 ,8092209,35943
400000,110000000000 ,8289660,176451
400000,102000000000 ,4818057,175047
400000,107000000000 ,6266130,176355
400000,97000000000 ,4771614,176831
400000,98000000000 ,12264816,174899
400000,99000000000 ,10366576,175799
400000,103000000000 ,4357329,173390
400000,115830000000 ,591712,175107
400000,96525000000 ,3519931,174899
400000,96525000000 ,3694794,174863
400000,93000000000 ,452153,174851
400000,93000000000 ,4067568,174839
400000,95000000000 ,686024,175091
400000,84000000000 ,2349133,176603
400000,67650000000 ,8623756,174827
400000,81250000000 ,10082344,175415
400000,77000000000 ,1499775,175835
400000,77000000000 ,12407269,176387
400000,76923000000 ,5035673,176519
400000,76000000000 ,7144183,176843
400000,76000000000 ,12575295,174887
400000,55000000000 ,13829339,176555
400000,77000000000 ,7747443,152888
400000,113426666105 ,7126089,176367
400000,113426666105 ,6949722,174891
400000,126000000000 ,7555700,175023
400000,120750000000 ,3943303,176931
400000,131000000000 ,1465901,174723
400000,114000000000 ,10972666,176187
400000,112350000000 ,10797161,174855
400000,105000000000 ,6488169,35589
400000,105600000000 ,6015483,176859
400000,96000000000 ,11055810,176615
400000,97888608624 ,1700530,152876
400000,95904000000 ,3978194,176603
400000,106000000000 ,1958595,176799
400000,89000000000 ,5416527,36421
400000,92500000000 ,4779990,152840
400000,84500000000 ,4015306,36483
400000,88000000000 ,3864290,176507
400000,86000000000 ,2392096,176567
400000,82000000000 ,4850882,33043
400000,81000000000 ,14579859,152888
400000,85000000000 ,1306612,173530
400000,83000000000 ,10546538,35917
400000,75000000000 ,5577650,176411
400000,54000000000 ,5524005,152828
400000,49350000000 ,2970301,176351
400000,51000000000 ,9286535,176387
400000,51000000000 ,8597158,173674
400000,51000000000 ,6586831,176579
400000,49000000000 ,3356875,174359
400000,52000000000 ,8406412,176915
400000,53550000000 ,9873576,176567
400000,55000000000 ,4542908,176329
400000,50000000000 ,12484434,176387
400000,50000000000 ,12001062,152828
400000,48100000000 ,4170337,171885
400000,55000000000 ,6061564,176759
400000,51000000000 ,5076135,175055
400000,54000000000 ,2836417,168884
400000,53000000000 ,6420996,176411
400000,48400000000 ,6680927,176903
400000,60000000000 ,4695550,176351
400000,53000000000 ,9701291,176411
400000,51060000000 ,10947519,176867
400000,50000000000 ,12226178,152864
400000,50000000000 ,9206701,36711
400000,60000000000 ,6578616,176387
400000,57000000000 ,4413148,176591
400000,55000000000 ,7318693,176591
400000,58500000000 ,4877603,36615
400000,51000000000 ,10843579,176327
400000,53000000000 ,12912282,238639
400000,57000000000 ,864529,176411
400000,47500000000 ,511809,174695
400000,59250000000 ,2391804,176903
400000,51000000000 ,5008899,176387
400000,45000000000 ,9744162,176411
400000,46000000000 ,1968755,176411
400000,50000000000 ,12008639,176351
400000,50000000000 ,3917671,176891
400000,50000000000 ,2566716,176387
400000,48000000000 ,2347887,176207
400000,49000000000 ,1417416,176399
400000,48000000000 ,9268777,176699
400000,53000000000 ,1104105,176411
400000,48000000000 ,3584449,173506
400000,46000000000 ,13322613,176579
400000,46000000000 ,3538811,176567
400000,50000000000 ,8633701,176219
400000,46000000000 ,6799880,176807
400000,47000001561 ,14268657,176363
400000,57000000000 ,1469735,176183
400000,47000000000 ,1302257,176375
400000,47000000000 ,8854810,176351
400000,44000000000 ,12230050,176363
400000,50000000000 ,8728076,176855
400000,52000000000 ,3572930,176411
400000,52000000000 ,3227728,176579
400000,53000000000 ,8084623,238675
400000,50000000000 ,1019280,176579
400000,50000000000 ,4421598,238663
400000,49000000000 ,2762054,176423
400000,51000000000 ,3840131,168944
400000,51000000000 ,3353265,176795
400000,64000000000 ,5226816,176387
400000,59000000000 ,8571988,176375
400000,59000000000 ,10366968,176411
400000,73000000000 ,10489351,173386
400000,72000000000 ,11313261,172005
